source_file,source_sheet,row_index,raw_description,normalized_description,manufacturer,mpn,qty,family,subfamily,extracted_features,identification_confidence,identification_status,matched_reference,selected_method,status,lambda_value,unit_lambda_value,fit,mtbf,assumptions,comment,ref_designator,assumptions_json,extracted_features_json
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,4,CAP CER 0201 16V 0.1uF X6S +/-10%,cap cer 0201 16v 0.1uf x6s +/-10%,TDK,C0603X6S1C104K030BC,275,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0201 16v 0.1uf x6s +/-10%', 'capacitance_f': 1e-07, 'rated_voltage_v': 16.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,1.1879999999999997e-06,4.319999999999999e-09,1187.9999999999998,841750.8417508419,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C27,C28,C29,C30,C31,C32,C34,C35,C36,C38,C39,C40,C41,C42,C43,C44,C46,C47,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C73,C75,C79,C84,C86,C87,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C110,C111,C112,C113,C124,C138,C147,C153,C154,C155,C156,C157,C158,C161,C164,C165,C167,C180,C183,C184,C190,C191,C193,C200,C202,C204,C207,C208,C209,C210,C211,C213,C218,C220,C221,C222,C223,C224,C225,C226,C229,C231,C232,C233,C235,C261,C262,C264,C265,C271,C272,C273,C274,C275,C282,C283,C285,C293,C296,C301,C311,C313,C315,C317,C318,C320,C324,C332,C346,C347,C353,C357,C359,C409,C410,C411,C412,C413,C414,C415,C416,C417,C418,C419,C420,C421,C422,C423,C424,C425,C443,C444,C445,C446,C447,C448,C449,C450,C451,C452,C455,C456,C457,C458,C459,C461,C463,C464,C465,C466,C467,C468,C469,C470,C471,C472,C473,C474,C476,C478,C479,C480,C481,C482,C483,C484,C485,C486,C487,C488,C652,C653,C797,C798,C799,C800,C801,C802,C806,C807,C812,C813,C814,C815,C816,C817,C820,C821,C822,C825,C826,C827,C839,C840,C841,C848,C849,C850,C851,C855,C856,C857,C858,C911,C918,C932,C934,C963,C966,C1104,C1105,C1110,C1113,C1114,C1115,C1116,C1117,C1118,C1130,C1134,C1136,C1137,C1142,C1156,C1164,C1166,C1167,C1174,C1175,C1176,C1177,C1195,C1196,C1197,C1198,C1200,C1201,C1202,C1206,C1211,C1216,C1218,C1219,C1220,C1221,C1222,C1241,C1242,C1243,C1244,C1246,C1247,C1333,C1335,C1336,C1337,C1338,C1340,C1341,C1343,C1421,C1436,C1437,C1457","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0201 16v 0.1uf x6s +/-10%', 'capacitance_f': 1e-07, 'rated_voltage_v': 16.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,5,"CAP CER, 1210, 100uF, 6.3V, X6S, +/-20%",cap cer 1210 100uf 6.3v x6s +/-20%,Samsung,CL32X107MQVNNNE,6,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 1210 100uf 6.3v x6s +/-20%', 'capacitance_f': 9.999999999999999e-05, 'rated_voltage_v': 6.3, 'tolerance_pct': 20.0, 'package': '1210', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,2.5919999999999997e-08,4.319999999999999e-09,25.919999999999998,38580246.91358025,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C33,C37,C1369,C1370,C1371,C1372","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 1210 100uf 6.3v x6s +/-20%', 'capacitance_f': 9.999999999999999e-05, 'rated_voltage_v': 6.3, 'tolerance_pct': 20.0, 'package': '1210', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,6,CAP FEEDTHRU 0.1uF +/-20% 100V 1206,cap feedthru 0.1uf +/-20% 100v 1206,TDK,YFF31HC2A104MT000N,3,capacitor,generic_capacitor,"{'source_text': 'cap feedthru 0.1uf +/-20% 100v 1206', 'capacitance_f': 1e-07, 'rated_voltage_v': 100.0, 'tolerance_pct': 20.0, 'package': '1206', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.97,calculated,bom_bootstrap,part_stress,calculated,1.5552e-08,5.1839999999999995e-09,15.552,64300411.522633746,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.2, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",catalog match by MPN (bom_bootstrap); simplified part stress method,"C45,C794,C795","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.2, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap feedthru 0.1uf +/-20% 100v 1206', 'capacitance_f': 1e-07, 'rated_voltage_v': 100.0, 'tolerance_pct': 20.0, 'package': '1206', 'is_ceramic': False, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,7,CAP CER 0201 25V 0.01uF X7R +/-10%,cap cer 0201 25v 0.01uf x7r +/-10%,Yageo,CC0201KRX7R8BB103,39,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0201 25v 0.01uf x7r +/-10%', 'capacitance_f': 1e-08, 'rated_voltage_v': 25.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,1.6847999999999996e-07,4.319999999999999e-09,168.47999999999996,5935422.60208927,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C48,C49,C50,C51,C52,C53,C54,C55,C81,C85,C88,C89,C90,C91,C92,C93,C94,C95,C114,C115,C116,C117,C118,C119,C120,C121,C263,C291,C875,C876,C1178,C1179,C1180,C1359,C1360,C1361,C1362,C1363,C1364","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0201 25v 0.01uf x7r +/-10%', 'capacitance_f': 1e-08, 'rated_voltage_v': 25.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,8,CAP CER 0402 6.3V 10uF X6S +/-20%,cap cer 0402 6.3v 10uf x6s +/-20%,Samsung,CL05X106MQ5NUNC,22,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0402 6.3v 10uf x6s +/-20%', 'capacitance_f': 9.999999999999999e-06, 'rated_voltage_v': 6.3, 'tolerance_pct': 20.0, 'package': '0402', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,9.503999999999998e-08,4.319999999999999e-09,95.03999999999998,10521885.521885524,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C71,C148,C151,C199,C227,C228,C255,C260,C352,C355,C505,C506,C508,C509,C1144,C1145,C1146,C1150,C1153,C1154,C1155,C1334","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0402 6.3v 10uf x6s +/-20%', 'capacitance_f': 9.999999999999999e-06, 'rated_voltage_v': 6.3, 'tolerance_pct': 20.0, 'package': '0402', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,9,CAP CER 0402 16V 2.2uF X6S +/-10%,cap cer 0402 16v 2.2uf x6s +/-10%,Taiyo Yuden,EMK105CC6225KV-F,31,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0402 16v 2.2uf x6s +/-10%', 'capacitance_f': 2.2e-06, 'rated_voltage_v': 16.0, 'tolerance_pct': 10.0, 'package': '0402', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,1.3391999999999997e-07,4.319999999999999e-09,133.91999999999996,7467144.563918759,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C72,C137,C178,C179,C206,C212,C216,C239,C250,C326,C333,C345,C432,C433,C883,C1171,C1208,C1227,C1240,C1248,C1347,C1348,C1349,C1351,C1352,C1353,C1429,C1430,C1431,C1434,C1450","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0402 16v 2.2uf x6s +/-10%', 'capacitance_f': 2.2e-06, 'rated_voltage_v': 16.0, 'tolerance_pct': 10.0, 'package': '0402', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,10,CAP CER 0201 10V 1uF X6S +/-20%,cap cer 0201 10v 1uf x6s +/-20%,Kyocera,CM03X6S105M10AH,82,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0201 10v 1uf x6s +/-20%', 'capacitance_f': 1e-06, 'rated_voltage_v': 10.0, 'tolerance_pct': 20.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,3.542399999999999e-07,4.319999999999999e-09,354.2399999999999,2822944.8961156285,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C74,C76,C77,C78,C80,C82,C83,C142,C242,C248,C249,C286,C666,C667,C670,C695,C696,C697,C698,C699,C700,C701,C702,C703,C704,C705,C706,C707,C708,C709,C710,C711,C712,C713,C714,C715,C786,C787,C823,C824,C846,C1030,C1031,C1032,C1033,C1034,C1035,C1036,C1037,C1381,C1382,C1383,C1384,C1385,C1386,C1387,C1388,C1389,C1390,C1391,C1392,C1393,C1394,C1395,C1396,C1397,C1398,C1399,C1400,C1401,C1402,C1403,C1404,C1405,C1406,C1407,C1408,C1409,C1410,C1411,C1412,C1423","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0201 10v 1uf x6s +/-20%', 'capacitance_f': 1e-06, 'rated_voltage_v': 10.0, 'tolerance_pct': 20.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,11,CAP CER 0201 25V 220pF X7R +/-5%,cap cer 0201 25v 220pf x7r +/-5%,Yageo,CC0201JRX7R8BB221,10,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0201 25v 220pf x7r +/-5%', 'capacitance_f': 2.2e-10, 'rated_voltage_v': 25.0, 'tolerance_pct': 5.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,4.319999999999999e-08,4.319999999999999e-09,43.19999999999999,23148148.148148153,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C125,C126,C173,C174,C175,C177,C496,C497,C498,C499","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0201 25v 220pf x7r +/-5%', 'capacitance_f': 2.2e-10, 'rated_voltage_v': 25.0, 'tolerance_pct': 5.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,12,CAP CER 0201 50V 220pF X7R +/-10%,cap cer 0201 50v 220pf x7r +/-10%,Yageo,CC0201KRX7R9BB221,4,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0201 50v 220pf x7r +/-10%', 'capacitance_f': 2.2e-10, 'rated_voltage_v': 50.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,1.7279999999999997e-08,4.319999999999999e-09,17.279999999999998,57870370.37037038,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C127,C128,C959,C960","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0201 50v 220pf x7r +/-10%', 'capacitance_f': 2.2e-10, 'rated_voltage_v': 50.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,13,"CAP CERAMIC, 0402, 0.1uF, 50V, X7R, +/-10%",cap ceramic 0402 0.1uf 50v x7r +/-10%,Samsung,CL05B104KB54PNC,23,capacitor,ceramic_capacitor,"{'source_text': 'cap ceramic 0402 0.1uf 50v x7r +/-10%', 'capacitance_f': 1e-07, 'rated_voltage_v': 50.0, 'tolerance_pct': 10.0, 'package': '0402', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,9.935999999999998e-08,4.319999999999999e-09,99.35999999999999,10064412.238325283,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C129,C182,C334,C335,C837,C838,C1217,C1230,C1251,C1252,C1253,C1254,C1255,C1256,C1257,C1258,C1259,C1260,C1261,C1262,C1292,C1293,C1294","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap ceramic 0402 0.1uf 50v x7r +/-10%', 'capacitance_f': 1e-07, 'rated_voltage_v': 50.0, 'tolerance_pct': 10.0, 'package': '0402', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
Свод BOM по 109 (1) (1) (1).xlsx,SBC_35_2C3_1_E1E001CPU1E,14,CAP CER 0201 50V 1000pF X7R +/-10%,cap cer 0201 50v 1000pf x7r +/-10%,Yageo,CC0201KRX7R9BB102,4,capacitor,ceramic_capacitor,"{'source_text': 'cap cer 0201 50v 1000pf x7r +/-10%', 'capacitance_f': 1e-09, 'rated_voltage_v': 50.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}",0.95,calculated,,part_stress,calculated,1.7279999999999997e-08,4.319999999999999e-09,17.279999999999998,57870370.37037038,"{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}",simplified part stress method,"C130,C143,C144,C186","{'base_fit_per_part': 3.0, 'temp_mult': 1.0, 'extra_mult': 1.0, 'quality': 'commercial', 'environment': 'ground_fixed', 'operating_temp_c': None, 'voltage_ratio': None}","{'source_text': 'cap cer 0201 50v 1000pf x7r +/-10%', 'capacitance_f': 1e-09, 'rated_voltage_v': 50.0, 'tolerance_pct': 10.0, 'package': '0201', 'is_ceramic': True, 'is_electrolytic': False, 'is_ferrite': False, 'is_mica': False, 'is_schottky': False, 'is_mosfet': False, 'is_bjt': False, 'is_zener': False, 'is_tvs': False, 'is_op_amp': False, 'is_microcontroller': False, 'is_memory': False, 'is_connector': False, 'is_crystal': False, 'is_relay': False, 'is_fuse': False, 'is_diode': False, 'is_transceiver': False, 'is_sensor': False, 'is_transformer': False, 'is_logic_ic': False, 'is_power_ic': False}"
